TICKER_SYMBOL,END_DATE,industrySymbol_level_1,industrySymbol_level_2,industrySymbol_level_3,Mid_L2,Mid_L3,classifi_by_14L2,classifi_by_14L3,industryName_level_1,industryName_level_2,industryName_level_3
600655,2012-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600655,2012-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600655,2012-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600655,2012-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600655,2013-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600655,2013-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600655,2013-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600655,2013-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600683,2009-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600683,2009-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600683,2009-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600683,2009-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600683,2010-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600704,2012-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600704,2012-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600704,2013-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600704,2013-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600704,2013-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600704,2013-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600738,2009-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600738,2009-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600738,2009-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600738,2009-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600738,2010-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600738,2010-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600738,2010-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600738,2010-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600738,2011-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600738,2011-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600738,2011-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600738,2011-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600738,2012-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600738,2012-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600827,2009-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600827,2009-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600827,2009-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600827,2009-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600827,2010-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600827,2010-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600827,2010-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600827,2010-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600827,2011-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600827,2011-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600827,2011-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600827,2011-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600827,2012-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600827,2012-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600898,2009-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600898,2009-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600898,2009-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600898,2009-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600898,2010-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600898,2010-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600898,2010-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600898,2010-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600898,2011-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600898,2011-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600898,2011-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600898,2011-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600898,2012-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600898,2012-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600898,2012-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600898,2012-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600898,2013-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600898,2013-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600898,2013-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600898,2013-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601010,2011-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601010,2011-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601010,2011-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601010,2012-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601010,2012-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601116,2011-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601116,2011-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601116,2011-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601116,2011-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601116,2012-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601116,2012-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601116,2012-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601116,2012-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601116,2013-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601116,2013-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601116,2013-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601116,2013-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601933,2010-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601933,2011-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601933,2011-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601933,2011-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601933,2011-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601933,2012-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601933,2012-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601933,2012-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601933,2012-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601933,2013-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601933,2013-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601933,2013-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
601933,2013-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
